Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Stress_Level_Num,Work_Life_Balance_Score,Non_Study_Hours_Per_Day
5.9,2.0,7.0,0.9,8.2,3.0,Low,1,0.7866666666666667,11.1
6.8,0.3,5.1,0.8,11.0,3.03,High,3,0.7311827956989247,12.100000000000001
9.8,1.7,6.6,3.0,2.9,3.58,High,3,0.751592356687898,7.6000000000000005
7.2,0.4,8.2,1.3,6.9,3.39,Moderate,2,0.935064935064935,8.600000000000001
5.8,0.2,8.9,2.8,6.3,3.11,Low,1,0.7785234899328859,9.299999999999999
5.3,4.0,5.3,4.2,5.2,2.67,High,3,0.7210884353741496,13.4
8.5,0.2,7.5,6.0,1.8,3.21,High,3,0.9570552147239264,8.0
9.1,2.5,6.5,3.7,2.2,2.85,High,3,0.7866666666666666,8.4
5.7,3.5,7.2,1.2,6.4,3.04,Low,1,0.8571428571428571,11.100000000000001
6.8,1.7,9.1,4.4,2.0,2.9,Moderate,2,0.9696969696969697,8.1
5.1,1.0,8.8,0.8,8.3,2.25,Low,1,0.7183098591549295,10.100000000000001
7.7,0.9,5.1,1.4,8.9,3.15,High,3,0.8555555555555555,11.200000000000001
5.5,2.2,7.3,5.1,3.9,2.94,Low,1,0.7586206896551724,11.2
5.5,2.0,5.8,1.9,8.8,2.79,High,3,0.6790123456790123,12.700000000000001
6.9,1.6,7.3,4.7,3.5,3.38,Moderate,2,0.913907284768212,9.799999999999999
9.5,3.8,8.9,0.6,1.2,3.3,High,3,0.3185840707964601,5.6
6.3,3.4,5.2,5.4,3.7,3.31,High,3,0.8181818181818181,12.500000000000002
7.3,2.5,8.3,5.3,0.6,3.36,Moderate,2,0.8939393939393939,8.399999999999999
5.3,2.1,5.8,4.4,6.4,3.11,High,3,0.6583850931677019,12.9
7.6,2.7,5.2,0.5,8.0,3.07,High,3,0.9440993788819876,11.2
5.4,0.0,9.8,4.4,4.4,2.85,Low,1,0.7605633802816901,8.8
6.8,1.2,6.7,4.6,4.7,2.81,Moderate,2,0.8447204968944099,10.5
5.9,0.4,8.3,4.6,4.8,2.99,Low,1,0.7712418300653595,9.799999999999999
6.3,0.1,5.4,5.8,6.4,3.14,High,3,0.6810810810810811,12.299999999999999
8.1,1.5,6.0,0.7,7.7,3.06,High,3,0.9818181818181817,9.9
8.1,3.1,8.2,2.4,2.2,3.09,High,3,0.7244094488188976,7.699999999999999
9.9,2.4,7.9,2.8,1.0,3.67,High,3,0.5547445255474452,6.199999999999999
9.1,2.6,5.6,2.0,4.7,3.16,High,3,0.8481012658227849,9.3
7.2,2.5,9.7,1.1,3.5,2.69,Moderate,2,0.7796610169491525,7.1
5.6,0.8,9.4,3.9,4.3,3.01,Low,1,0.8115942028985508,9.0
9.3,3.4,9.6,0.4,1.3,3.28,High,3,0.3090909090909092,5.1
8.8,1.8,9.2,3.1,1.1,3.45,High,3,0.6461538461538462,6.0
5.9,2.2,9.9,5.6,0.4,3.12,Low,1,0.9915966386554622,8.2
5.2,0.7,5.7,4.4,8.0,2.67,High,3,0.5909090909090909,13.1
7.5,3.4,8.7,2.4,2.0,3.24,Moderate,2,0.7394957983193278,7.800000000000001
8.0,2.0,6.5,3.4,4.1,3.35,Moderate,2,0.967741935483871,9.5
8.2,3.0,5.8,2.8,4.2,3.31,High,3,0.9210526315789475,10.0
5.0,1.0,8.6,6.0,3.4,2.71,Low,1,0.6944444444444444,10.4
9.0,0.8,7.8,4.4,2.0,3.18,High,3,0.8311688311688312,7.2
8.1,0.8,6.8,4.7,3.6,3.19,High,3,0.9878048780487805,9.100000000000001
8.8,0.1,8.7,1.2,5.2,3.32,High,3,0.8421052631578947,6.5
9.8,1.5,6.6,0.9,5.2,3.61,High,3,0.7672955974842768,7.6000000000000005
10.0,1.5,7.2,3.8,1.5,3.43,High,3,0.6928104575163399,6.8
9.4,2.4,7.0,2.1,3.1,3.1,High,3,0.7123287671232876,7.6
9.0,0.4,7.9,2.9,3.8,3.6,High,3,0.8535031847133757,7.1
8.2,0.3,7.9,3.4,4.2,3.64,High,3,0.9620253164556962,7.8999999999999995
8.4,3.2,6.3,5.0,1.1,3.5,High,3,0.8413793103448276,9.3
7.5,0.3,5.3,2.0,8.9,3.26,High,3,0.8152173913043478,11.200000000000001
8.9,2.1,7.2,0.9,4.9,3.53,High,3,0.7891156462585034,7.9
6.6,1.7,5.4,1.3,9.0,3.29,High,3,0.7810650887573964,12.0
10.0,3.7,8.2,0.9,1.2,3.63,High,3,0.3471074380165289,5.800000000000001
8.2,3.1,5.6,2.5,4.6,3.16,High,3,0.9281045751633987,10.2
7.9,2.4,5.9,2.2,5.6,3.4,High,3,0.9936305732484076,10.2
6.7,0.1,5.1,5.0,7.1,3.03,High,3,0.7127659574468086,12.2
6.5,3.8,6.3,2.6,4.8,2.62,Moderate,2,0.935251798561151,11.2
9.4,3.4,5.9,4.3,1.0,3.18,High,3,0.7210884353741496,8.7
5.7,0.3,8.6,3.0,6.4,2.28,Low,1,0.7549668874172185,9.700000000000001
7.2,2.9,8.8,0.8,4.3,2.88,Moderate,2,0.8292682926829268,8.0
8.8,2.6,9.8,0.2,2.6,3.38,High,3,0.48275862068965514,5.4
5.3,1.1,6.3,1.5,9.8,2.75,Low,1,0.6385542168674698,12.4
6.4,3.0,7.2,4.7,2.7,3.03,Moderate,2,0.927536231884058,10.4
5.3,2.0,5.2,0.4,11.1,2.31,High,3,0.6309523809523809,13.5
6.7,3.6,5.1,4.0,4.6,3.18,High,3,0.8758169934640523,12.2
9.8,2.2,9.7,0.1,2.2,3.16,High,3,0.3801652892561983,4.5
8.7,3.9,6.3,3.3,1.8,3.2,High,3,0.7391304347826088,9.0
6.0,2.3,7.3,5.8,2.6,2.58,Moderate,2,0.8333333333333333,10.7
5.6,0.6,6.1,1.5,10.2,3.07,Low,1,0.6473988439306357,12.299999999999999
9.3,2.2,7.6,0.6,4.3,3.48,High,3,0.6901408450704225,7.1
5.3,2.8,7.7,0.5,7.7,2.93,Low,1,0.7851851851851852,11.0
7.3,1.9,5.8,5.7,3.3,3.18,High,3,0.8957055214723926,10.9
7.3,1.6,8.3,3.3,3.5,3.28,Moderate,2,0.9645390070921985,8.4
5.3,2.1,9.0,2.8,4.8,2.67,Low,1,0.8217054263565892,9.7
5.8,1.3,8.8,3.1,5.0,2.71,Low,1,0.8345323741007195,9.4
6.0,3.5,9.4,4.4,0.7,2.84,Moderate,2,0.918918918918919,8.600000000000001
9.9,3.1,5.1,0.4,5.5,3.17,High,3,0.7468354430379747,9.0
7.3,3.6,7.7,2.7,2.7,3.15,Moderate,2,0.8503937007874016,9.0
9.1,1.5,8.9,4.3,0.2,3.21,High,3,0.661764705882353,6.0
6.0,2.1,6.4,4.8,4.7,3.27,Moderate,2,0.7741935483870968,11.6
9.0,1.6,9.6,2.0,1.8,3.57,High,3,0.59375,5.4
5.8,2.8,9.0,1.9,4.5,2.8,Low,1,0.9508196721311476,9.2
5.9,3.6,8.3,0.9,5.3,2.8,Low,1,0.975206611570248,9.8
7.2,2.5,5.4,5.3,3.6,3.08,High,3,0.8944099378881988,11.4
9.8,1.7,9.9,1.7,0.9,3.75,High,3,0.4193548387096775,4.3
8.2,0.7,9.4,2.4,3.3,3.47,High,3,0.8201438848920863,6.3999999999999995
8.6,3.6,5.4,4.4,2.0,3.81,High,3,0.8533333333333334,10.0
5.9,3.4,9.1,3.0,2.6,2.68,Low,1,0.9739130434782608,9.0
7.4,3.3,7.3,2.1,3.9,3.34,Moderate,2,0.8955223880597014,9.3
7.5,3.3,6.7,1.0,5.5,3.29,Moderate,2,0.9285714285714286,9.8
5.5,1.0,5.7,2.1,9.7,2.93,High,3,0.6358381502890174,12.799999999999999
7.3,3.0,8.3,3.4,2.0,3.29,Moderate,2,0.8503937007874016,8.4
7.4,3.9,8.2,0.6,3.9,3.02,Moderate,2,0.7563025210084033,8.4
8.4,1.3,8.4,0.4,5.5,3.32,High,3,0.8251748251748252,7.2
6.1,3.3,6.4,3.9,4.3,2.86,Moderate,2,0.8531468531468531,11.5
8.5,2.1,6.5,1.3,5.6,3.38,High,3,0.8961038961038961,9.0
9.4,3.1,8.9,1.7,0.9,3.45,High,3,0.43333333333333346,5.7
6.3,3.6,8.4,3.2,2.5,2.92,Moderate,2,0.95,9.3
7.3,3.5,7.7,2.1,3.4,2.9,Moderate,2,0.859375,9.0
9.9,0.4,7.1,0.3,6.3,3.55,High,3,0.7999999999999999,7.0
6.4,3.4,6.5,5.5,2.2,3.0,Moderate,2,0.9078014184397163,11.1
8.8,3.2,5.1,5.8,1.1,3.13,High,3,0.8789808917197452,10.100000000000001
9.1,1.1,9.4,0.5,3.9,3.58,High,3,0.6518518518518519,5.5
8.5,2.2,5.5,1.5,6.3,3.27,High,3,0.9570552147239264,10.0
6.5,2.4,6.5,1.8,6.8,2.91,Moderate,2,0.8609271523178808,11.0
8.7,0.2,9.5,4.8,0.8,3.5,High,3,0.7832167832167832,5.8
9.5,0.7,5.4,1.4,7.0,3.77,High,3,0.9385474860335196,9.1
9.0,0.1,7.9,6.0,1.0,3.36,High,3,0.875,7.1
5.3,3.3,8.0,0.7,6.7,3.03,Low,1,0.8346456692913385,10.7
5.5,3.6,8.3,5.0,1.6,2.86,Low,1,0.9090909090909092,10.2
7.6,1.7,6.6,2.6,5.5,3.34,Moderate,2,0.9681528662420382,9.799999999999999
8.9,2.4,9.5,1.4,1.8,3.66,High,3,0.5289256198347108,5.6
8.0,2.8,6.2,3.1,3.9,3.46,Moderate,2,0.9333333333333333,9.8
5.5,1.5,7.4,3.9,5.7,2.85,Low,1,0.7284768211920529,11.1
8.7,2.0,8.2,0.4,4.7,3.42,High,3,0.7391304347826088,7.1000000000000005
6.3,1.4,7.4,0.3,8.6,2.86,Moderate,2,0.8289473684210527,10.3
9.9,1.3,7.4,1.1,4.3,3.35,High,3,0.7058823529411765,6.7
8.1,1.1,6.0,3.1,5.7,3.15,High,3,0.9585798816568046,9.9
9.0,2.3,7.6,1.5,3.6,3.2,High,3,0.7234042553191489,7.3999999999999995
9.7,1.6,5.4,3.7,3.6,3.39,High,3,0.8588235294117648,8.9
7.5,3.5,7.5,3.9,1.6,2.97,Moderate,2,0.8461538461538461,9.0
10.0,0.5,6.4,2.4,4.7,3.14,High,3,0.8304093567251462,7.6
9.5,2.9,8.0,1.1,2.5,3.11,High,3,0.549618320610687,6.5
9.1,3.8,9.1,0.0,2.0,3.27,High,3,0.36036036036036045,5.8
6.3,0.2,8.0,4.1,5.4,2.97,Moderate,2,0.7974683544303798,9.7
5.6,1.5,7.3,2.2,7.4,2.8,Low,1,0.7368421052631577,11.100000000000001
8.8,0.3,5.4,2.1,7.4,3.12,High,3,0.9617486338797815,9.8
9.7,2.7,8.4,1.2,2.0,3.44,High,3,0.49612403100775204,5.9
8.2,3.7,8.1,3.5,0.5,3.23,High,3,0.6557377049180328,7.7
8.6,0.5,9.5,0.4,5.0,3.06,High,3,0.7714285714285716,5.9
5.1,1.7,6.5,2.9,7.8,2.79,Low,1,0.6455696202531646,12.399999999999999
7.9,0.2,5.6,3.4,6.9,3.44,High,3,0.8681318681318682,10.5
8.3,3.4,8.5,1.6,2.2,3.07,High,3,0.6280991735537189,7.2
8.4,1.1,6.5,4.7,3.3,3.54,High,3,0.975609756097561,9.1
9.1,3.4,9.6,0.8,1.1,3.31,High,3,0.34545454545454557,5.3
6.6,2.3,6.9,3.6,4.6,3.2,Moderate,2,0.8918918918918919,10.5
6.9,0.7,7.2,0.9,8.3,3.26,Moderate,2,0.8571428571428571,9.9
9.5,1.4,5.8,0.2,7.1,3.69,High,3,0.8690476190476191,8.7
6.7,0.3,7.0,1.9,8.1,3.28,Moderate,2,0.8023952095808384,10.3
8.4,2.4,6.8,1.3,5.1,3.25,High,3,0.8648648648648648,8.799999999999999
8.4,0.6,7.4,0.2,7.4,3.32,High,3,0.95,8.200000000000001
7.5,3.9,6.9,0.2,5.5,3.11,Moderate,2,0.8636363636363636,9.6
5.8,0.1,8.8,2.8,6.5,2.8,Low,1,0.7682119205298013,9.4
6.4,3.6,5.6,5.7,2.7,3.1,High,3,0.8648648648648649,12.0
8.0,3.3,9.9,0.8,2.0,3.13,Moderate,2,0.5185185185185186,6.1
9.8,1.6,6.9,1.9,3.8,3.23,High,3,0.7354838709677418,7.299999999999999
7.8,2.2,8.8,4.3,0.9,3.2,Moderate,2,0.8,7.4
7.2,1.2,6.3,1.2,8.1,3.05,Moderate,2,0.8727272727272728,10.499999999999998
6.4,3.9,7.8,2.0,3.9,2.87,Moderate,2,0.959349593495935,9.8
7.9,0.6,7.2,3.8,4.5,2.68,Moderate,2,0.9753086419753086,8.9
10.0,3.5,8.1,1.4,1.0,3.44,High,3,0.3870967741935484,5.9
8.1,0.8,7.0,0.2,7.9,3.74,High,3,1.0,8.9
6.1,3.9,9.5,3.2,1.3,2.61,Moderate,2,0.8490566037735849,8.4
7.7,3.5,5.7,4.7,2.4,3.21,High,3,0.9594594594594594,10.6
6.4,3.5,9.7,0.7,3.7,2.89,Moderate,2,0.8148148148148149,7.9
7.3,3.9,7.4,4.7,0.7,2.74,Moderate,2,0.8503937007874016,9.3
6.4,0.8,8.8,2.3,5.7,3.21,Moderate,2,0.8888888888888888,8.8
7.6,2.0,7.9,5.2,1.3,3.13,Moderate,2,0.9219858156028369,8.5
9.1,3.1,7.9,3.7,0.2,3.42,High,3,0.6000000000000001,7.0
6.0,0.4,9.3,2.6,5.7,3.02,Moderate,2,0.8391608391608392,8.700000000000001
8.1,3.7,5.1,2.9,4.2,2.63,High,3,0.9342105263157895,10.8
8.4,2.9,8.5,0.6,3.6,3.07,High,3,0.6666666666666667,7.1
9.0,1.1,6.1,5.7,2.1,3.07,High,3,0.9285714285714286,8.9
5.0,4.0,8.4,5.0,1.6,2.9,Low,1,0.8620689655172414,10.6
8.7,0.6,8.8,4.5,1.4,3.41,High,3,0.8082191780821918,6.5
8.3,3.1,9.2,2.1,1.3,3.24,High,3,0.5811965811965811,6.5
5.4,1.6,7.0,0.4,9.6,2.63,Low,1,0.7012987012987013,11.6
6.7,0.4,9.0,5.7,2.2,2.63,Moderate,2,0.9178082191780822,8.3
5.4,2.0,9.0,4.2,3.4,2.85,Low,1,0.8307692307692308,9.6
5.3,0.3,7.0,1.8,9.6,2.64,Low,1,0.6347305389221557,11.700000000000001
9.0,3.7,7.0,3.9,0.4,3.16,High,3,0.6466165413533835,8.0
6.6,1.9,6.1,3.8,5.6,3.0,Moderate,2,0.8250000000000001,11.299999999999999
6.8,2.6,5.6,5.3,3.7,3.08,High,3,0.8607594936708861,11.6
7.5,1.8,7.9,3.7,3.1,3.17,Moderate,2,0.951048951048951,8.600000000000001
6.2,2.9,9.1,4.7,1.1,2.83,Moderate,2,0.9666666666666667,8.700000000000001
7.8,2.1,5.7,4.7,3.7,3.16,High,3,0.9629629629629629,10.5
6.4,0.5,8.1,0.3,8.7,2.61,Moderate,2,0.8311688311688312,9.5
8.7,1.3,5.0,3.1,5.9,3.24,High,3,0.983050847457627,10.3
9.2,0.0,6.2,4.4,4.2,3.41,High,3,0.9662921348314608,8.600000000000001
6.6,0.4,6.8,1.6,8.6,2.89,Moderate,2,0.7857142857142857,10.6
8.9,3.6,7.2,3.9,0.4,3.51,High,3,0.6515151515151515,7.9
6.9,3.9,5.4,4.1,3.7,2.55,High,3,0.9387755102040817,11.7
8.2,2.8,5.0,1.0,7.0,3.2,High,3,0.9876543209876544,10.8
8.6,2.7,9.8,2.2,0.7,3.31,High,3,0.5043478260869566,5.6000000000000005
6.5,0.4,8.9,3.9,4.3,3.01,Moderate,2,0.8843537414965986,8.6
5.2,1.4,9.8,3.0,4.6,2.49,Low,1,0.8125,9.0
6.0,1.5,6.8,0.3,9.4,2.44,Moderate,2,0.7643312101910827,11.200000000000001
8.8,1.7,9.1,3.7,0.7,3.44,High,3,0.6666666666666667,6.1000000000000005
7.4,3.5,6.1,4.1,2.9,2.88,Moderate,2,0.9722222222222222,10.5
8.0,1.2,5.7,3.9,5.2,3.03,High,3,0.9356725146198831,10.299999999999999
8.2,1.6,8.6,1.1,4.5,3.46,High,3,0.8115942028985508,7.199999999999999
9.5,1.1,6.8,0.3,6.3,3.43,High,3,0.8198757763975155,7.699999999999999
6.3,3.3,5.1,2.3,7.0,2.74,High,3,0.8076923076923077,12.600000000000001
6.7,0.1,5.6,2.5,9.1,2.49,High,3,0.7322404371584699,11.7
7.7,2.4,5.0,2.8,6.1,3.12,High,3,0.9277108433734941,11.299999999999999
9.8,2.1,8.4,1.2,2.5,3.61,High,3,0.548148148148148,5.800000000000001
7.6,3.9,5.6,0.1,6.8,3.28,High,3,0.9517241379310345,10.799999999999999
8.9,3.2,5.6,1.6,4.7,3.36,High,3,0.8289473684210527,9.5
6.7,1.5,5.0,1.8,9.0,3.31,High,3,0.7657142857142858,12.3
8.2,3.9,9.2,0.1,2.6,3.26,High,3,0.4954128440366973,6.6
8.9,1.8,7.0,1.8,4.5,3.38,High,3,0.8289473684210527,8.1
5.3,0.9,6.2,2.9,8.7,2.76,Low,1,0.6272189349112426,12.5
5.3,3.8,9.7,4.1,1.1,3.13,Low,1,0.9904761904761904,9.0
10.0,2.2,9.8,0.2,1.8,3.25,High,3,0.33333333333333326,4.2
6.0,0.6,8.1,4.7,4.6,2.78,Moderate,2,0.7843137254901961,9.9
7.9,0.6,9.1,3.8,2.6,3.5,Moderate,2,0.8951048951048951,7.0
6.3,1.4,9.6,1.7,5.0,2.74,Moderate,2,0.9692307692307692,8.1
7.3,3.6,8.5,0.3,4.3,2.93,Moderate,2,0.7731092436974789,8.2
5.7,3.8,7.6,1.5,5.4,3.27,Low,1,0.9047619047619048,10.7
7.5,2.7,5.4,1.6,6.8,3.09,High,3,0.9433962264150942,11.100000000000001
7.7,1.7,5.2,1.0,8.4,3.43,High,3,0.9005847953216375,11.1
7.2,0.8,5.2,5.1,5.7,2.99,High,3,0.8,11.600000000000001
9.8,0.8,9.8,3.6,0.0,3.59,High,3,0.5373134328358209,4.4
8.6,3.9,7.8,1.0,2.7,3.69,High,3,0.6016260162601628,7.6
5.4,2.5,9.9,1.1,5.1,2.54,Low,1,0.9310344827586208,8.7
9.0,3.6,9.7,1.6,0.1,3.44,High,3,0.31775700934579443,5.300000000000001
8.8,0.6,7.4,4.3,2.9,3.32,High,3,0.8999999999999999,7.799999999999999
6.2,2.6,8.3,1.0,5.9,3.23,Moderate,2,0.9465648854961831,9.5
7.5,0.0,5.0,2.1,9.4,3.2,High,3,0.7894736842105263,11.5
9.6,0.9,8.2,1.2,4.1,3.62,High,3,0.7114093959731544,6.2
8.6,0.4,7.1,0.2,7.7,3.2,High,3,0.9575757575757576,8.3
7.4,2.6,5.6,1.7,6.7,3.26,High,3,0.9367088607594937,11.0
10.0,0.2,8.8,1.9,3.1,3.46,High,3,0.6666666666666667,5.2
7.0,3.0,9.6,4.2,0.2,2.68,Moderate,2,0.7719298245614036,7.4
8.9,1.0,7.8,2.2,4.1,3.54,High,3,0.8289473684210527,7.3
8.3,1.0,6.0,5.5,3.2,3.25,High,3,0.9764705882352942,9.7
6.1,0.2,5.2,1.1,11.4,2.72,High,3,0.6559139784946235,12.7
9.3,1.1,9.8,2.2,1.6,3.79,High,3,0.5801526717557253,4.9
7.6,3.0,6.4,2.1,4.9,2.83,Moderate,2,0.9589041095890412,10.0
9.5,3.8,9.5,0.5,0.7,3.4,High,3,0.22429906542056066,5.0
7.5,0.8,8.0,1.1,6.6,3.43,Moderate,2,0.986842105263158,8.5
6.7,3.4,6.0,0.4,7.5,2.48,Moderate,2,0.9178082191780822,11.3
9.1,3.3,6.7,3.4,1.5,3.4,High,3,0.7000000000000001,8.2
8.9,2.6,5.8,5.3,1.4,2.98,High,3,0.8589743589743588,9.299999999999999
7.1,0.2,5.6,4.6,6.5,3.13,High,3,0.7802197802197801,11.299999999999999
5.0,1.7,7.6,0.3,9.4,2.53,Low,1,0.6802721088435374,11.4
6.2,0.0,8.6,5.8,3.4,2.71,Moderate,2,0.8051948051948052,9.2
6.1,2.7,8.7,5.1,1.4,2.57,Moderate,2,0.9682539682539683,9.2
6.6,2.9,9.1,1.0,4.4,2.85,Moderate,2,0.9,8.3
6.9,3.6,9.0,4.4,0.1,2.92,Moderate,2,0.7894736842105263,8.1
8.0,2.6,5.4,3.3,4.7,3.48,High,3,1.0,10.6
8.5,0.7,8.9,3.4,2.5,3.41,High,3,0.8194444444444445,6.6000000000000005
6.5,2.9,8.8,0.6,5.2,2.67,Moderate,2,0.943089430894309,8.7
7.6,2.0,6.8,5.6,2.0,3.25,Moderate,2,1.0,9.6
8.6,1.8,9.6,2.8,1.2,3.47,High,3,0.6349206349206349,5.8
8.6,3.4,6.4,4.5,1.1,3.18,High,3,0.7887323943661971,9.0
6.7,3.9,9.3,2.9,1.2,2.78,Moderate,2,0.7592592592592592,8.0
8.6,2.2,9.7,1.7,1.8,3.07,High,3,0.578512396694215,5.7
8.9,2.9,6.9,0.1,5.2,3.26,High,3,0.7464788732394366,8.2
9.2,0.0,8.5,5.8,0.5,3.08,High,3,0.8129032258064517,6.3
8.5,3.3,7.7,4.4,0.1,3.2,High,3,0.6923076923076923,7.8
5.3,2.0,8.6,5.2,2.9,2.89,Low,1,0.791044776119403,10.1
7.8,1.6,5.7,5.2,3.7,3.06,High,3,0.934131736526946,10.5
5.8,1.2,6.5,5.2,5.3,3.08,Low,1,0.7116564417177914,11.7
6.3,2.5,7.9,5.0,2.3,3.07,Moderate,2,0.926470588235294,9.8
9.5,0.0,8.4,0.3,5.8,3.07,High,3,0.782051282051282,6.1
6.5,1.4,8.1,2.0,6.0,3.06,Moderate,2,0.896551724137931,9.4
8.7,1.6,5.3,4.7,3.7,3.2,High,3,0.9824561403508772,10.0
8.4,1.3,5.3,2.2,6.8,2.92,High,3,0.9655172413793104,10.3
9.7,2.6,8.4,2.1,1.2,3.38,High,3,0.5076923076923077,5.9
8.8,0.4,6.4,1.7,6.7,3.05,High,3,0.9767441860465116,8.8
7.2,3.9,5.3,3.1,4.5,3.03,High,3,0.9729729729729729,11.5
8.7,2.8,7.1,1.9,3.5,3.12,High,3,0.7659574468085107,8.2
7.0,1.1,6.0,2.9,7.0,2.87,Moderate,2,0.8284023668639053,11.0
8.3,3.9,8.0,0.3,3.5,3.04,High,3,0.6280991735537189,7.699999999999999
5.4,3.8,6.5,0.6,7.7,3.14,Low,1,0.7883211678832117,12.100000000000001
8.2,1.1,5.1,5.8,3.8,3.5,High,3,0.9213483146067415,10.7
6.3,2.7,8.5,3.7,2.8,2.72,Moderate,2,0.984375,9.2
8.0,3.5,9.7,0.3,2.5,3.02,Moderate,2,0.5185185185185186,6.3
5.8,3.8,8.7,5.0,0.7,2.95,Low,1,0.991304347826087,9.5
8.5,2.7,7.0,0.1,5.7,3.01,High,3,0.8111888111888113,8.5
7.9,1.0,7.3,5.7,2.1,3.41,Moderate,2,0.9936305732484076,8.8
5.9,2.7,9.9,0.6,4.9,2.82,Low,1,0.9649122807017544,8.2
5.0,1.7,5.5,4.5,7.3,2.72,High,3,0.5952380952380951,13.5
6.3,1.7,8.6,0.1,7.3,3.11,Moderate,2,0.9197080291970803,9.1
7.9,2.5,8.2,1.3,4.1,3.08,Moderate,2,0.8120300751879699,7.8999999999999995
6.0,3.5,8.7,0.1,5.7,2.95,Moderate,2,0.9830508474576272,9.3
6.2,0.9,6.4,1.5,9.0,2.92,Moderate,2,0.7425149700598802,11.4
8.7,2.4,8.4,0.4,4.1,3.16,High,3,0.6818181818181819,6.9
9.8,3.4,9.0,1.5,0.3,3.49,High,3,0.31034482758620685,5.2
6.0,2.5,8.7,4.4,2.4,3.05,Moderate,2,0.9374999999999999,9.3
7.6,0.3,6.9,5.5,3.7,3.35,Moderate,2,0.9047619047619048,9.5
6.3,1.5,9.5,4.0,2.7,3.42,Moderate,2,0.9692307692307692,8.2
8.9,1.8,8.2,1.3,3.8,3.21,High,3,0.7285714285714285,6.8999999999999995
7.2,2.6,9.7,0.3,4.2,3.42,Moderate,2,0.7692307692307692,7.1
9.1,1.2,7.2,0.1,6.4,3.37,High,3,0.8333333333333334,7.7
5.3,2.0,9.6,0.6,6.5,2.41,Low,1,0.8548387096774194,9.1
8.8,1.6,8.3,1.4,3.9,3.26,High,3,0.75177304964539,6.9
5.4,0.7,8.3,5.3,4.3,2.75,Low,1,0.72,10.299999999999999
9.1,2.7,5.6,1.7,4.9,3.15,High,3,0.8407643312101911,9.3
7.6,2.1,6.8,2.1,5.4,2.97,Moderate,2,0.9933774834437087,9.6
9.1,3.2,6.5,4.8,0.4,3.34,High,3,0.7272727272727273,8.4
6.8,2.0,9.7,4.8,0.7,3.09,Moderate,2,0.8943089430894309,7.5
5.5,1.6,7.8,3.0,6.1,2.9,Low,1,0.7534246575342466,10.7
8.4,3.4,9.3,2.2,0.7,3.2,High,3,0.513274336283186,6.300000000000001
7.2,2.4,5.8,4.0,4.6,3.19,High,3,0.9113924050632911,11.0
6.1,0.5,5.8,0.0,11.6,2.73,High,3,0.6892655367231638,12.1
8.6,2.9,7.6,0.8,4.1,3.15,High,3,0.725925925925926,7.799999999999999
5.5,0.9,7.6,3.6,6.4,2.57,Low,1,0.7096774193548387,10.9
6.2,0.2,7.0,1.4,9.2,3.13,Moderate,2,0.7380952380952381,10.799999999999999
7.1,1.7,7.7,4.2,3.3,3.48,Moderate,2,0.9726027397260273,9.2
8.5,0.7,7.5,2.5,4.8,3.34,High,3,0.9240506329113923,8.0
7.7,0.5,8.0,0.7,7.1,3.34,Moderate,2,0.9935483870967743,8.3
6.7,0.6,8.5,1.2,7.0,3.18,Moderate,2,0.8993288590604027,8.799999999999999
6.0,2.0,7.1,0.1,8.8,2.85,Moderate,2,0.8053691275167785,10.9
9.0,0.3,7.4,3.4,3.9,3.64,High,3,0.8957055214723927,7.6
6.3,0.0,8.6,3.2,5.9,3.14,Moderate,2,0.8181818181818181,9.100000000000001
9.2,3.3,9.2,1.1,1.2,3.6,High,3,0.4,5.6
7.3,0.7,9.3,5.3,1.4,2.97,Moderate,2,0.9571428571428571,7.3999999999999995
7.3,0.3,6.9,4.8,4.7,3.09,Moderate,2,0.8690476190476191,9.8
5.3,3.5,6.9,3.3,5.0,2.81,Low,1,0.7794117647058824,11.8
9.8,0.3,8.2,0.4,5.3,3.71,High,3,0.7354838709677419,6.0
7.2,4.0,7.8,1.6,3.4,2.98,Moderate,2,0.819672131147541,9.0
6.1,1.4,6.9,0.4,9.2,2.79,Moderate,2,0.7770700636942676,11.0
8.6,2.6,8.5,0.0,4.3,2.85,High,3,0.6666666666666667,6.9
6.1,2.6,7.4,0.0,7.9,3.03,Moderate,2,0.8714285714285714,10.5
7.7,0.3,8.8,3.5,3.7,3.29,Moderate,2,0.9664429530201342,7.5
8.9,3.0,9.0,1.6,1.5,3.42,High,3,0.5166666666666666,6.1
8.1,3.0,5.8,1.2,5.9,3.04,High,3,0.9342105263157896,10.100000000000001
9.5,3.0,9.5,1.5,0.5,3.76,High,3,0.34782608695652173,5.0
9.4,2.3,8.2,0.6,3.5,3.62,High,3,0.6074074074074074,6.3999999999999995
7.4,2.9,6.4,1.2,6.1,2.89,Moderate,2,0.9931972789115646,10.2
6.1,1.7,9.5,3.0,3.7,2.76,Moderate,2,0.953125,8.4
5.9,0.3,8.5,2.3,7.0,2.99,Low,1,0.7763157894736843,9.600000000000001
9.0,1.1,8.5,1.4,4.0,3.56,High,3,0.75,6.5
9.7,2.5,6.6,1.4,3.8,3.57,High,3,0.6979865771812079,7.699999999999999
